source_id,2MASS,AllWISE,GALEX,ra,dec,pmra,pmdec,distance,e_b_v,mh_gspphot,ruwe,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,fuvmag,e_fuvmag,nuvmag,e_nuvmag,2MASS_qph,AllWISE_ccf,AllWISE_qph,accretion,bp_rp_0,fuv_j_0,nuv_j_0,fuv_nuv_0,j_k_0
146874275068113664,2MASS 04400067+2358211,,,70.00283671430812,23.972431335300765,7.950696342276189,-21.03410093,126.3507284759177,0.88885635,,0.95804274,16.328197,616.1342,18.736004,33.64875,14.881478,243.55257,12.428,0.023,11.872,0.024,11.485,0.021,,,,,,,,,,,,,AAA,,,FALSE,,,,,
146881048231272192,2MASS 04393364+2359212,AllWISE J043933.64+235920.9,,69.89020664,23.98913430861268,7.773581852080031,-21.1200692,127.11077932574972,0.8836661,0.1901,1.1085439,14.978098,136.3302,16.9306,28.186762,13.680747,43.24183,11.568,0.022,10.804,0.021,10.277,0.018,9.742,0.022,9.123,0.021,6.997,0.017,5.225,0.032,,,,,AAA,0000,AAAA,FALSE,,,,,
147441558642852736,2MASS 04442713+2512164,AllWISE J044427.14+251216.2,,71.11312402592773,25.204477048215875,5.760237693340571,-19.84765235,143.15354756726595,1.6512012,,1.000917,15.492094,184.61879,17.998415,29.080025,14.025026,100.134224,12.195,0.021,11.359,0.017,10.761,0.018,9.992,0.024,9.294,0.021,6.763,0.016,4.297,0.03,,,,,AAA,h000,AAAA,FALSE,,,,,
147546080967742720,2MASS 04362151+2351165,AllWISE J043621.51+235116.4,,69.089635,23.854532618472984,-0.918182864,-19.2224516,114.5037530015132,0.7770488,,1.0501752,16.675335,688.0409,18.764921,31.603123,15.305225,226.70525,13.164,0.025,12.537,0.022,12.245,0.021,11.95,0.023,11.479,0.023,9.823,0.058,7.875,0.218,,,,,AAA,0000,AAAB,FALSE,,,,,
147605282796916992,2MASS 04354093+2411087,,,68.92065390336086,24.18570822261608,5.970652706828005,-21.51762195,127.0116177074776,1.4272634,-1.0088,1.1546395,15.564445,129.90756,17.645155,24.274467,14.149414,52.932068,10.731,0.026,9.197,0.026,8.411,0.024,,,,,,,,,,,,,AAE,,,FALSE,,,,,
147606657186323712,2MASS 04352737+2414589,AllWISE J043527.37+241458.6,,68.86410294975117,24.249604586887905,6.056387222558211,-20.86443301,128.6006687,1.3085965,-4.0736,1.1195259,11.460606,189.22548,12.337834,50.774277,10.505226,72.44752,9.139,0.021,8.342,0.027,8.015,0.021,7.657,0.029,7.216,0.02,5.166,0.016,3.039,0.022,,,,,AAA,0000,AAAA,FALSE,,,,,
147790202612482560,2MASS 04333405+2421170,AllWISE J043334.06+242116.9,,68.39194882907556,24.35464964390897,5.764352690970213,-20.64198778,129.43692200835292,1.729275,0.3658,1.3861378,12.607882,43.61847,13.874616,10.1680155,11.509579,16.64494,9.341,0.02,8.418,0.021,7.888,0.023,7.087,0.106,6.35,0.072,4.011,0.016,2.27,0.027,,,,,AAA,HHHH,AAAA,FALSE,,,,,
147790206908395776,2MASS 04333456+2421058,,,68.39404896,24.351535270353512,7.464668292467917,-20.51021812,129.14396159482146,1.7231437,,1.1728495,11.989602,62.151997,13.025188,17.680296,10.890767,24.930891,9.053,0.027,8.108,0.026,7.468,0.021,,,,,,,,,,,,,AAA,,,FALSE,,,,,
147796013704189440,2MASS 04323058+2419572,AllWISE J043230.58+241957.2,,68.12744347646205,24.33250420981362,6.842342560753991,-21.54586754,129.52355130459162,1.7050116,-2.4849,1.156347,13.732977,483.9784,15.404322,87.84397,12.480317,172.82051,9.982,0.022,8.676,0.026,8.052,0.016,7.315,0.035,6.774,0.028,5.524,0.015,3.348,0.02,,,,,AAA,dddd,AAAA,FALSE,,,,,
147799209159857280,2MASS 04321786+2422149,AllWISE J043217.88+242214.7,,68.07449836548574,24.37070879642205,6.854648846390463,-21.81011677,126.50698482435791,1.6364448,,1.212737,15.717915,1221.3009,18.547197,29.567778,14.247084,469.73068,11.539,0.02,10.791,0.02,10.382,0.02,10.092,0.023,9.769,0.02,9.556,0.075,8.147,,,,,,AAA,dd00,AAAU,FALSE,,,,,
147801339463632000,2MASS 04330197+2421000,AllWISE J043301.97+242059.9,,68.25824924915565,24.349928909600763,6.999345118069357,-20.3908215,129.12938434226004,1.900197,,1.3532351,15.126443,1029.7173,18.059252,109.6499,13.638595,559.2147,10.862,0.021,10.14,0.022,9.726,0.018,9.494,0.023,9.162,0.021,9.006,0.039,7.859,,,,,,AAA,0000,AAAU,FALSE,,,,,
147831571737487488,2MASS 04331003+2433433,AllWISE J043310.03+243343.1,,68.29182694074392,24.561921201495377,7.170984263052814,-21.19718216,130.3717244912772,1.4324555,-0.3533,1.0466402,11.667231,430.54648,12.546738,102.51004,10.725947,154.25813,9.325,0.021,8.613,0.016,8.422,0.021,8.412,0.023,8.38,0.02,8.264,0.031,8.329,0.368,,,,,AAA,0000,AAAC,FALSE,,,,,
148017561002336384,2MASS 04334291+2526470,AllWISE J043342.92+252646.7,,68.42886974313994,25.446244175020293,3.216280061372855,-23.68410087,140.85703882581987,1.0939533,,1.1835327,19.599485,271.67368,21.265507,4.5730844,18.041412,46.360912,14.639,0.035,13.849,0.032,13.328,0.033,12.985,0.024,12.629,0.027,11.76,,8.718,,,,,,AAA,0000,AAUU,FALSE,,,,,
148037764527442944,2MASS 04361909+2542589,AllWISE J043619.10+254258.7,,69.07963352,25.716266785491136,8.868158363947426,-27.58488351,128.20136271346615,1.6675898,-0.2324,1.2832052,11.233383,501.16516,11.942229,157.11267,10.409575,230.93163,9.336,0.019,8.713,0.028,8.58,0.026,8.469,0.023,8.487,0.021,8.41,0.028,8.686,0.431,,,,,AAA,0000,AAAC,FALSE,,,,,
148106316500918272,2MASS 04430309+2520187,AllWISE J044303.08+252018.5,,70.76284072360495,25.338440307579685,4.736089399843628,-20.10894225,142.3822648,2.0675185,-0.4295,1.1825229,13.82833,313.42386,15.248606,80.4476,12.622444,122.982056,10.712,0.021,9.776,0.017,9.332,0.018,8.973,0.022,8.542,0.021,6.613,0.016,4.394,0.029,,,,,AAA,0000,AAAA,FALSE,,,,,
148112913570653568,2MASS 04422101+2520343,AllWISE J044221.02+252034.1,,70.58761283492525,25.342774892288137,4.632661807173679,-19.77384324,140.6789974767761,2.433558,,1.1983398,15.240524,558.2879,17.412443,55.03035,13.857696,237.65521,11.397,0.023,10.575,0.022,10.169,0.018,9.678,0.024,9.049,0.021,6.859,0.017,4.342,0.021,,,,,AAA,0000,AAAA,FALSE,,,,,
148172179824515968,2MASS 04414825+2534304,AllWISE J044148.25+253430.4,,70.45107337397727,25.575070958849505,4.508857625,-19.77448775,136.97734333372267,2.7259471,,1.0207058,18.292873,91.62048,19.956282,11.180037,16.943167,39.627644,13.73,0.026,12.799,0.021,12.22,0.023,11.632,0.023,10.851,0.022,8.556,0.028,6.246,0.054,,,,,AAA,0000,AAAA,FALSE,,,,,
148196510814073728,2MASS 04411078+2555116,AllWISE J044110.79+255511.3,,70.29496534113004,25.919782989235305,4.468388286449908,-20.0128956,151.63068719213024,2.3487544,,0.9686155,18.076752,71.438324,20.669363,10.2962675,16.54499,20.17254,13.193,0.025,12.12,0.023,11.445,0.02,10.958,0.024,10.259,0.02,8.34,0.031,6.7,0.1,,,,,AAA,0000,AAAA,FALSE,,,,,
148354733113981696,2MASS 04390396+2544264,AllWISE J043903.95+254426.1,,69.76653630984482,25.740557749693156,6.581613069296694,-21.11728694,140.97208673232944,2.8095002,,1.2845675,17.227154,303.99857,20.428118,6.7958584,15.678136,89.97445,12.646,0.022,11.841,0.021,11.368,0.02,10.985,0.023,10.389,0.02,8.359,0.025,6.548,0.077,,,,,AAA,0000,AAAA,FALSE,,,,,
148374391180009600,2MASS 04395574+2545020,,,69.98230194021544,25.750449342428468,5.672541185275493,-20.21701665,144.81527164707526,2.8917627,,1.1492395,17.445286,127.54788,21.311699,5.9117074,15.707458,58.16852,10.668,0.023,8.052,0.018,6.275,0.018,,,,,,,,,,,,,AAA,,,FALSE,,,,,
148381984682184192,2MASS 04404950+2551191,,,70.20631650735528,25.855181317422502,4.204671811880109,-19.73828032,141.51148430572331,2.4871497,-0.133,1.1732055,14.098617,157.98409,15.733772,45.310062,12.847693,48.305496,10.75,0.023,9.919,0.028,9.492,0.022,,,,,,,,,,,,,AAA,,,FALSE,,,,,
148384179410294272,2MASS 04410826+2556074,AllWISE J044108.26+255607.2,,70.28445760722252,25.935282599229662,5.193008292159962,-21.29537102,146.99207770427844,2.3349633,,1.2865313,17.643494,152.09177,19.153202,33.729088,16.24157,48.38947,13.735,0.027,12.146,0.021,11.087,0.02,9.844,0.024,8.931,0.019,6.668,0.019,4.468,0.029,,,,,AAA,0000,AAAA,FALSE,,,,,
148400156688543104,2MASS 04394748+2601407,AllWISE J043947.48+260140.5,,69.94787454132882,26.027873278083717,6.0875255281749405,-21.64530184,140.40695763324626,2.4131906,,1.3071208,17.761717,327.85547,21.139841,6.6249976,16.125572,91.84553,12.168,0.023,11.008,0.021,10.332,0.018,9.83,0.023,8.988,0.019,7.016,0.018,5.124,0.03,,,,,AAA,hh00,AAAA,FALSE,,,,,
148400229703257856,2MASS 04394488+2601527,AllWISE J043944.88+260152.6,,69.93703900744292,26.03120975,6.6870901915351855,-21.9490032,139.67609013962056,2.4205072,,1.020944,14.987539,346.20312,17.891771,48.03233,13.519723,119.75233,10.64,0.022,9.515,0.021,8.95,0.018,8.456,0.022,7.852,0.019,6.293,0.017,4.064,0.027,,,,,AAA,0h00,AAAA,FALSE,,,,,
148401565437820928,2MASS 04400800+2605253,AllWISE J044008.00+260525.3,,70.03338022351535,26.09030604985373,5.650079663,-20.76909735,137.35819969175603,2.390826,,1.0423944,18.684612,161.77065,21.04535,5.080721,17.069027,43.027466,12.406,0.023,10.248,0.029,8.869,0.018,8.12,0.024,7.149,0.019,4.889,0.016,2.701,0.021,,,,,AAA,0000,AAAA,FALSE,,,,,
148420639387738112,2MASS 04380083+2558572,AllWISE J043800.86+255857.0,,69.50363896330232,25.982476098441317,5.300793626196495,-22.27983764,147.5052426103837,2.0036893,,0.94441706,16.247816,746.94434,19.871971,21.9914,14.685819,282.95633,11.54,0.022,10.622,0.018,10.097,0.023,9.778,0.023,9.405,0.021,9.237,0.039,8.393,,,,,,AAA,0000,AAAU,FALSE,,,,,
