#Name,Tele,DATE-OBS,EXPTIME,BJD,BVCORR
AZPsc_2025-07-12_0.pkl,lsc,2025-07-12T07:18:35.661,0,300.001,2460868.8103622827,24.187
AZPsc_2025-07-17_0.pkl,lsc,2025-07-17T07:19:47.695,1,299.997,2460873.81158706,22.703
AZPsc_2025-07-22_0.pkl,lsc,2025-07-22T07:20:37.478,2,300.001,2460878.8125287825,21.051
AZPsc_2025-07-07_0.pkl,tlv,2025-07-07T23:15:13.624,3,428.571,2460864.475077021,25.433
