#file EW Redshift Calculated_RV BJD BVCORR Comments
TYC4422-1970-1_2020-05-10_0.pkl 0.5021212768818177 -0.0002931372262992739 -87.88032725846377 2458979.7952797115 -5.448 --
TYC4422-1970-1_2020-05-10_1.pkl 0.4873225034861375 -0.00028905407310026116 -86.65622875720639 2458979.8129725745 -5.463 --
TYC4422-1970-1_2020-05-10_2.pkl 0.49702366280791255 -0.0002902347803587706 -87.01019587896772 2458979.8292262265 -5.477 --
TYC4422-1970-1_2020-05-11_0.pkl 0.5972302095395441 -0.00012170753933299593 -36.487001400110216 2458980.8034824487 -5.471 --
TYC4422-1970-1_2020-05-11_1.pkl 0.5310131279764936 -0.0001347914977592542 -40.40947335241633 2458980.8280454287 -5.492 --
TYC4422-1970-1_2020-05-11_2.pkl 0.5384730760816065 -0.00014418163787083578 -43.22456646231064 2458980.846644858 -5.508 --
TYC4422-1970-1_2020-07-13_0.pkl 0.49090085812206885 -0.00034134509705080815 -102.33268294034956 2459043.650549188 -3.354 --
TYC4422-1970-1_2020-07-13_1.pkl 0.49747325479984505 -0.00032989891319810526 -98.90120343999732 2459043.6659787158 -3.366 --
TYC4422-1970-1_2020-07-13_2.pkl 0.48472350104742556 -0.00033185252538318476 -99.48688162331216 2459043.6820562105 -3.378 --
TYC4422-1970-1_2020-07-15_0.pkl 0.6055117778155452 -6.445409257839118e-05 -19.32285032660271 2459045.6906418707 -3.241 --
TYC4422-1970-1_2020-07-15_1.pkl 0.5727294188796677 -5.312242248306499e-05 -15.925701186133137 2459045.7094689836 -3.255 --
TYC4422-1970-1_2020-07-15_2.pkl 0.5918316381466013 -5.6599153104990815e-05 -16.967998777270303 2459045.7280117236 -3.267 --
TYC4422-1970-1_2020-08-07_0.pkl 0.7303286174993207 -0.00016319472135623388 -48.92454534245268 2459068.629577558 -1.311 --
TYC4422-1970-1_2020-08-07_1.pkl 0.7590327488129223 -0.00016444364431251167 -49.29896301537644 2459068.6468817317 -1.323 --
TYC4422-1970-1_2020-08-07_2.pkl 0.7174484168400661 -0.00016664486468648184 -49.958872264278874 2459068.665050264 -1.336 --
TYC4422-1970-1_2021-08-27_0.pkl 0.5100780446487301 -0.0001227330082114824 -36.79442922759043 2459453.6192702493 0.485 --
TYC4422-1970-1_2021-10-04_0.pkl 0.7822192619546913 -0.00021838463991198775 -65.4700662415826 2459491.623050899 3.67 --

#Average Absolute_average Average_with_extraneous_data Absolute_average_with_extraneous_data Stdev Absolute_STDEV STDEV_with_extraneous_data Absolute_STDEV_with_extraneous_data
0.5820859644317881 0.5820859644317881 0.5820859644317881 0.5820859644317881 0.0999653532958455 0.0999653532958455 0.0999653532958455 0.0999653532958455
