#Name,Tele,DATE-OBS,EXPTIME,BJD,BVCORR
ASASJ155307+2028.6_2021-02-01_0.pkl,mcdonald,2021-02-01T12:05:49.440,0,1500.0,2459247.0042639263,23.196
ASASJ155307+2028.6_2021-03-30_0.pkl,mcdonald,2021-03-30T11:00:09.470,1,1500.0,2459303.9626250532,15.109
ASASJ155307+2028.6_2021-04-25_0.pkl,mcdonald,2021-04-25T06:33:17.460,2,1500.0,2459329.7782430854,6.473
ASASJ155307+2028.6_2021-05-02_0.pkl,mcdonald,2021-05-02T08:16:02.860,3,1500.0,2459336.8497196827,3.59
