#Name,Tele,DATE-OBS,EXPTIME,BJD,BVCORR
ROTSE1J135649.21+242927.1_2020-05-11_0.pkl,mcdonald,2020-05-11T05:56:05.912,0,1464.643,2458980.7521251007,-13.512
ROTSE1J135649.21+242927.1_2020-07-13_0.pkl,mcdonald,2020-07-13T04:48:00.531,1,1287.502,2459043.7004714618,-24.652
ROTSE1J135649.21+242927.1_2021-01-31_0.pkl,mcdonald,2021-01-31T11:26:55.567,2,1011.274,2459245.9798285435,22.832
ROTSE1J135649.21+242927.1_2021-03-30_0.pkl,mcdonald,2021-03-30T06:24:26.592,3,1236.204,2459303.7725504544,3.648
ROTSE1J135649.21+242927.1_2021-04-01_0.pkl,mcdonald,2021-04-01T08:02:38.170,4,1441.48,2459305.840761854,2.615
ROTSE1J135649.21+242927.1_2021-04-23_0.pkl,mcdonald,2021-04-23T07:18:12.175,5,1268.25,2459327.8097646595,-6.669
