#Name,Tele,DATE-OBS,EXPTIME,BJD,BVCORR
BD+201895_2025-07-07_0.pkl,tlv,2025-07-07T23:29:41.183,0,428.571,2460864.484873586,25.694
BD+201895_2025-07-12_0.pkl,tlv,2025-07-12T22:23:21.110,1,428.571,2460869.4392202348,24.564
BD+201895_2025-07-17_0.pkl,tlv,2025-07-17T22:02:51.442,2,428.571,2460874.4253816735,23.2
