#File EW Redshift Calculated_RV BJD BVCORR Comments
MPBoo_2020-05-10_0.pkl 0.2506999844098856 -3.053273530586773e-05 -9.153483522547587 2458979.7679467364 -9.192 --
MPBoo_2020-07-13_0.pkl 0.2615812882092534 -1.8148245596524674e-05 -5.440707010583844 2459043.729076065 -12.949 --
MPBoo_2021-02-01_0.pkl 0.26505846604086125 -9.822090131863489e-05 -29.445884647521783 2459246.987036417 11.06 --
MPBoo_2021-03-30_0.pkl 0.263934304459835 -5.991754163294202e-05 -17.96282660411669 2459303.827737243 -0.655 --
MPBoo_2021-04-01_0.pkl 0.2561001531736191 -5.7121093666997706e-05 -17.124472617108726 2459305.8739831625 -1.202 --
29Dra_2021-05-03_0.pkl 0.017715971517880735 -4.4531765580905675e-05 -13.350287106325386 2459337.934332389 -3.821 --
29Dra_2021-07-07_0.pkl 0.060950749983930574 -3.5885740964081647e-06 -1.07582742036874 2459402.696099308 -0.04 #Bad_fit?
29Dra_2021-07-08_0.pkl 0.026367820159727273 -3.8551698990778755e-05 -11.557508292108091 2459403.7175322706 0.015 --
29Dra_2021-08-26_0.pkl 0.02043762295952023 -7.747972639694484e-05 -23.227837001869766 2459452.6254662015 3.005 --
29Dra_2021-08-27_0.pkl 0.020176924363469073 -8.008403321812497e-05 -24.00858852434307 2459453.6028061365 3.064 --
FMLyn_2020-11-21_0.pkl 0.05237153982242626 -0.0001312778055531298 -39.35609495739639 2459175.0203708326 23.876 --
FMLyn_2020-12-04_0.pkl 0.049982444037070195 2.945819563484193e-05 8.831344641948567 2459187.9096428445 20.234 --
FMLyn_2021-01-31_0.pkl 0.044216711302278 -6.650827519644844e-05 -19.93867876641751 2459245.8453931278 -6.0 --
FMLyn_2021-02-01_0.pkl 0.05453155534959464 -7.28140597974595e-05 -21.82910538112689 2459246.796741557 -6.369 --
FMLyn_2021-03-31_0.pkl 0.04098966521119474 0.00011627295060940941 34.857752731923846 2459304.7570669167 -26.396 --
2MASSJ08171221+0736164_2020-11-22_0.pkl 0.02066864394070178 -4.8015929961746424e-05 -14.394813282260367 2459175.9924514727 26.422 --
2MASSJ08171221+0736164_2021-02-01_0.pkl 0.0222977526471273 -2.1350202399517133e-05 -6.40062948534712 2459246.812369657 -3.739 --
2MASSJ08171221+0736164_2021-03-31_0.pkl -0.3124359311518665 0.00019654018085914066 58.92126234320489 2459304.7065646704 -26.583 #No_actual_fit_pls_ignore
2MASSJ08171221+0736164_2021-04-25_0.pkl 0.022883018796955312 0.00015244698535532444 45.70245523478684 2459329.6651792834 -29.243 --
2MASSJ17270871+2700144_2020-07-13_0.pkl 0.018200791489277002 6.853389161277637e-05 20.54594327462868 2459043.8297355403 -10.402 #Li_Feature_nonexistent?
2MASSJ17270871+2700144_2020-08-07_0.pkl 0.020629002916917827 -0.0001449718189837865 -43.461456794105864 2459068.793041798 -16.081 #Li_Feature_nonexistent?
