star,Gaia DR3 ID,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class
KIC 11135986,2129538385584873600,J192411.08+484720.0,GALEX J192411.0+484720,291.04618698105344,48.78889519294992,1323.966028078691,,8.73,0.21,,13.97297,617.9951,14.497179,181.6194,13.274396,197.5178,12.141,0.026,11.565,0.028,11.46,0.022,11.412,0.022,11.413,0.02,11.149,0.095,9.317,,,--,20.02549934387207,0.11940000206232071,,,,,0000,AAAU,RS,-999
ZTF J192953.79+500240.7,2129899712593757952,J192953.79+500240.6,,292.4741425902312,50.04460993676232,1594.228460193927,,3.19,0.3,,14.764897,392.10165,15.459366,105.825516,13.943645,148.94678,12.894,0.027,12.187,0.033,12.069,0.022,11.851,0.022,11.808,0.021,11.708,0.12,9.717,,,,,,,,,,0000,AABU,SSG,-999
ZTF J192111.34+501801.4,2130058969980702592,J192111.34+501801.3,,290.2972852,50.30037498911374,1927.363154358086,,3.1,0.22,-0.49,14.551536,389.3703,15.09213,116.20607,13.834205,139.88332,12.835,0.021,12.271,0.031,12.113,0.023,11.849,0.023,11.824,0.021,11.694,0.138,9.264,0.461,,,,,,,,,dd00,AABC,RS,SSG
ZTF J190731.71+455252.1,2130298491716466176,J190731.71+455252.1,GALEX J190731.7+455253,286.88215734037783,45.881129496755705,1155.3681274414716,,2.75,0.17,-0.3576,14.072676,487.66403,14.58649,129.15495,13.380512,175.83878,12.483,0.025,11.981,0.019,11.836,0.017,11.763,0.023,11.783,0.022,11.501,0.122,9.377,,,--,20.67259979248047,0.19859999418258667,,,,,0000,AABU,RS,SSG
ASAS J190819+4712.8,2130666828111156864,J190818.80+471248.2,GALEX J190818.8+471248,287.07837134185644,47.21339527839048,653.0121002852902,,4.9,0.15,,11.962107,400.51346,12.407038,127.80599,11.338931,137.05891,10.532,0.021,10.051,0.02,9.933,0.011,9.812,0.023,9.841,0.02,9.733,0.036,8.755,,,--,17.85759925842285,0.033399999141693115,,,,,0000,AAAU,RS,-999
ZTF J190522.36+472221.7,2130709193668772224,J190522.37+472221.7,GALEX J190522.4+472222,286.34319006775684,47.37270148,971.7417297334924,,5.49,0.15,,12.594343,691.4103,13.001144,207.81563,11.989454,215.96806,11.27,0.025,10.811,0.023,10.658,0.016,10.52,0.023,10.543,0.021,10.452,0.057,8.976,,,--,17.68950080871582,0.032099999487400055,,,,,0000,AAAU,RS,-999
ZTF J190509.91+490545.3,2132035582647967104,J190509.91+490545.3,,286.2913277697381,49.09591792082582,1926.138300945761,,10.55,0.2,-0.5955,14.481071,480.77548,14.952603,146.16315,13.839676,161.31339,12.873,0.026,12.32,0.03,12.192,0.026,12.065,0.021,12.068,0.019,11.91,0.188,9.335,,,,,,,,,,hhd0,AABU,RS,SSG
ASAS J191806+5011.8,2133042494781338752,J191805.74+501148.7,,289.5239771570389,50.19688860411421,739.5684195604957,,12.78,0.26,-0.3002,9.119554,492.46823,9.827877,140.75497,8.3114395,173.90103,7.238,0.018,6.61,0.051,6.435,0.024,6.334,0.087,6.395,0.025,6.32,0.015,6.257,0.042,,,,,,,,,hh00,AAAA,RS,SSG
V1762 Cyg,2134306791416506368,J190825.67+522531.8,,287.1067158747828,52.42548893306618,72.22083334,,1.79,0.2,,5.7010446,307.32758,6.3008223,85.63846,4.959913,96.10064,3.718,0.178,3.16,0.15,2.937,0.266,3.236,0.539,2.928,0.387,3.177,0.01,3.104,0.02,,,,,,,,,hh00,CCAA,cut,-999
ZTF J190821.92+522521.0,2134306967512168576,,,287.09135323781004,52.42248757761829,1393.6246572427162,,11.63,0.2,,14.767118,307.12033,15.319639,73.366684,14.026945,68.30628,,,,,,,,,,,,,,,,,,,,,,,,,RS,-999
ZTF J190412.21+533405.0,2134621152959433984,J190412.20+533404.9,,286.0508787879844,53.56805203685607,1481.5421319861591,,16.18,0.14,-0.1002,14.687451,753.73987,15.2335,146.5203,13.984646,265.87198,13.153,0.029,12.585,0.03,12.46,0.025,12.405,0.023,12.42,0.022,12.459,0.25,9.674,,,,,,,,,,0000,AABU,RS,SSG
ZTF J193940.00+491505.7,2134833908464020608,J193940.00+491505.6,,294.9166593374227,49.25157939588957,1234.0424668930305,,22.85,0.24,,14.346983,800.215,14.912432,197.45905,13.634653,292.38004,12.747,0.02,12.227,0.021,12.12,0.023,12.049,0.023,12.082,0.022,11.896,0.159,9.216,,,,,,,,,,0000,AABU,RS,-999
ZTF J194748.74+502027.2,2135308382090089600,J194748.75+502027.1,GALEX J194748.7+502027,296.95312879346454,50.34085918586709,1552.7740591277627,,10.87,0.39,-0.1211,13.856918,755.4751,14.342139,217.78633,13.201515,260.96817,12.351,0.021,11.839,0.019,11.724,0.019,11.642,0.022,11.671,0.021,11.389,0.124,8.784,,,--,19.65250015258789,0.11339999735355377,,,,,0000,AABU,RS,SSG
ZTF J194410.07+505925.1,2135402665212926080,J194410.07+505925.0,,296.0420000471891,50.99028231849431,1092.1792425757617,,15.15,0.29,0.0273,14.1465225,603.17755,14.686427,169.11877,13.463965,247.40723,12.6,0.022,12.109,0.018,11.97,0.021,11.895,0.023,11.942,0.021,11.771,0.152,9.447,,,,,,,,,,d000,AABU,RS,SSG
ZTF J194413.79+521427.0,2135756845394133504,J194413.80+521426.8,,296.0574437477625,52.24082928887528,1974.7658631552856,,12.16,0.4,,15.30268,613.11896,15.891205,164.8579,14.554233,185.40479,13.488,0.026,12.914,0.026,12.821,0.028,12.747,0.024,12.779,0.023,12.907,0.442,9.532,,,,,,,,,,0000,AACU,RS,-999
ZTF J193440.76+511452.9,2136029073303753600,J193440.76+511452.8,,293.6698511407362,51.248016428218776,878.2760604468117,,9.04,0.26,-0.5816,12.67249,943.12286,13.13755,304.10812,12.028158,273.80862,11.059,0.019,10.542,0.018,10.428,0.016,10.414,0.023,10.404,0.02,10.329,0.046,9.486,,,,,,,,,,hh00,AAAU,RS,SSG
ZTF J193303.24+511852.1,2136056118715415168,J193303.25+511852.0,,293.26351720936543,51.31446112,1295.7127911180394,,11.18,0.3,-0.3951,15.020002,282.1453,15.669598,80.51263,14.201987,95.4752,13.111,0.023,12.501,0.022,12.373,0.025,12.248,0.023,12.215,0.021,11.587,0.137,8.982,,,,,,,,,,0000,AABU,SSG,SSG
ZTF J192707.69+511612.6,2136171739234088192,J192707.68+511612.7,,291.7820702728083,51.27017299914535,1570.924924450266,,1.94,0.35,-0.0847,14.411191,377.512,14.941785,105.0912,13.68925,136.20032,12.832,0.023,12.312,0.018,12.134,0.023,12.033,0.023,12.051,0.021,12.253,0.189,9.097,,,,,,,,,,0000,AABU,cut,SSG
V2496 Cyg,2136206957966082048,J192344.98+511611.8,,290.9374551858355,51.26994812,807.9155026884049,,13.3,0.26,-0.0137,12.275125,341.19073,12.849106,108.41009,11.544964,122.712776,10.541,0.023,9.992,0.028,9.842,0.02,9.767,0.023,9.769,0.02,9.618,0.029,9.178,0.284,,,,,,,,,0000,AAAB,RS,SSG
ZTF J192821.13+520151.6,2136312923398966400,J192821.19+520151.0,,292.0880940190894,52.030981962491474,831.0846258767541,,3.09,0.42,-0.0998,12.78949,213.93436,13.437729,62.09633,12.012689,68.71213,10.804,0.025,10.226,0.024,10.077,0.019,9.899,0.022,9.911,0.02,9.821,0.033,8.941,,,,,,,,,,d000,AAAU,RS,SSG
ZTF J192812.93+523149.6,2136376282756734592,J192812.93+523149.6,,292.0538907512567,52.530432677992906,1255.2534813335917,,3.46,0.46,-0.2907,14.381542,840.1304,14.867137,243.05609,13.736037,290.49466,12.936,0.023,12.466,0.018,12.407,0.025,12.27,0.023,12.295,0.022,12.432,0.333,9.214,,,,,,,,,,0000,AABU,RS,SSG
ZTF J193358.28+514632.0,2136467370423038464,J193358.29+514632.0,,293.49286476947924,51.77555620699614,872.9262252212884,,8.67,0.36,-0.0912,12.944692,537.9107,13.509428,156.21413,12.237701,195.28778,11.171,0.02,10.647,0.017,10.529,0.016,10.512,0.023,10.541,0.02,10.365,0.051,8.868,,,,,,,,,,0000,AAAU,RS,SSG
ZTF J193854.28+523538.2,2136576634390969728,J193854.28+523538.1,GALEX J193854.0+523537,294.72618969908405,52.59393819114138,1305.7846973662618,,3.91,0.4,-0.1601,14.91414,228.10963,15.592825,65.880745,14.093432,89.272514,12.863,0.02,12.273,0.018,12.104,0.02,12.1,0.023,12.052,0.021,11.89,0.137,9.629,,,--,21.66069984436035,0.35839998722076416,,,,,0000,AABU,cut,SSG
ZTF J193104.64+522922.8,2136691876953284608,J193104.64+522922.7,,292.7693509933301,52.48964965248398,1406.4278349580927,,3.52,0.42,-0.4264,14.655288,479.3939,15.247495,147.22227,13.916895,182.3812,12.988,0.023,12.413,0.02,12.286,0.022,12.147,0.023,12.145,0.021,11.884,0.146,9.363,,,,,,,,,,0000,AABU,RS,SSG
ZTF J193544.69+553256.6,2138627326655929856,J193544.69+553256.5,GALEX J193544.7+553256,293.9362304420101,55.549027928070544,1865.0848737683348,,10.93,0.33,-0.1698,14.835519,699.3104,15.317457,204.24507,14.189345,263.68408,13.427,0.023,12.924,0.025,12.914,0.037,12.717,0.023,12.795,0.022,12.289,0.242,9.654,,,--,21.662700653076172,0.29910001158714294,,,,,dd00,AABU,RS,SSG
ZTF J194501.74+550200.1,2138701887288185728,J194501.74+550200.0,,296.2572679231766,55.03334055811226,1995.947819179542,,6.3,0.39,-0.0634,15.62952,833.6273,16.187798,201.56207,14.924178,264.3403,14.015,0.021,13.541,0.032,13.379,0.032,13.129,0.024,13.336,0.026,12.946,0.367,9.468,,,,,,,,,,ddd0,AACU,RS,SSG
ZTF J191846.58+522446.9,2139338641959518976,J191846.59+522447.0,,289.6940966724487,52.41301965309209,749.3631478983615,,7.34,0.35,-0.341,13.04717,582.59937,13.511411,180.5688,12.41165,237.6625,11.455,0.023,11.033,0.031,10.916,0.022,10.832,0.023,10.839,0.02,10.619,0.051,9.786,0.535,,,,,,,,,dd00,AAAC,RS,SSG
ZTF J192520.13+542516.1,2139999929483692032,J192520.13+542516.1,GALEX J192520.3+542517,291.3339002290849,54.42113165719402,1927.9783531933183,,24.11,0.34,,14.662979,406.8868,15.242142,113.40228,13.924606,129.54366,12.919,0.024,12.338,0.031,12.25,0.024,12.168,0.023,12.201,0.021,12.029,0.172,9.393,,,--,21.703500747680664,0.49000000953674316,,,,,dd00,AABU,RS,-999
ZTF J191533.60+543259.9,2140156919128081792,J191533.61+543259.9,,288.8900373495246,54.549958042150365,922.0153847813634,,2.82,0.29,,14.188765,343.1614,14.7653265,83.82084,13.455827,128.04831,12.395,0.025,11.898,0.03,11.715,0.026,11.675,0.022,11.649,0.02,11.446,0.094,9.47,,,,,,,,,,dd00,AAAU,RS,-999
ZTF J192132.33+544822.7,2140221962112650624,J192132.34+544822.6,,290.3847480605658,54.80629286293504,1741.315455514094,,20.93,0.24,-0.6155,14.49684,669.3452,14.93978,199.66652,13.869977,209.81133,13.044,0.024,12.515,0.031,12.409,0.028,12.399,0.023,12.366,0.021,12.034,0.185,9.601,,,,,,,,,,0000,AABU,RS,SSG
ZTF J190659.65+570542.3,2141441801543753472,J190659.65+570542.1,GALEX J190659.6+570542,286.74855716692105,57.09506278114081,1136.5405335573996,,0.92,0.18,-0.1815,13.621845,535.87964,14.149645,181.1631,12.928327,170.39005,11.96,0.027,11.349,0.028,11.204,0.02,11.191,0.022,11.185,0.02,10.952,0.064,9.544,,,--,20.183000564575195,0.1445000022649765,,,,,0000,AAAU,RS,SSG
ZTF J192920.84+555659.4,2141685824406517376,J192920.84+555659.2,GALEX J192920.8+555659,292.33684760868954,55.94981384439686,1942.302732066644,,0.7,0.36,-0.5031,15.286532,459.5562,15.764341,120.139694,14.634217,159.2501,13.859,0.029,13.321,0.036,13.255,0.028,13.158,0.023,13.179,0.022,12.706,0.307,9.587,,,--,20.722000122070312,0.15700000524520874,,,,,dd00,AABU,RS,SSG
ZTF J191946.05+563002.7,2141881468756558080,J191946.04+563002.6,GALEX J191945.9+563002,289.94187707928387,56.50072568990957,1400.9397388644895,,8.16,0.27,-0.2623,13.980527,815.7818,14.407292,224.00267,13.3860855,290.32483,12.681,0.023,12.26,0.028,12.176,0.027,12.125,0.023,12.136,0.021,12.33,0.203,9.806,,,--,19.890899658203125,0.10209999978542328,,,,,0000,AABU,RS,SSG
ZTF J193016.32+562722.2,2142100305929603840,J193016.32+562722.0,,292.5680294173959,56.456134348675846,1063.0743399832502,,6.86,0.27,-0.07,13.35752,320.78406,13.889847,91.97754,12.66077,128.90501,11.713,0.023,11.14,0.028,11.043,0.023,11.006,0.022,11.034,0.02,10.955,0.075,9.594,,,,,,,,,,0000,AAAU,RS,SSG
ZTF J193630.35+570547.4,2142201873316383616,J193630.32+570547.4,,294.12646401348786,57.096494509274685,1623.8614615415336,,1.8,0.31,-0.2356,14.595838,779.47095,15.053455,241.79216,13.975786,281.49634,13.232,0.027,12.85,0.032,12.706,0.032,12.658,0.023,12.707,0.022,12.082,0.192,9.545,0.516,,,,,,,,,0000,AABC,RS,SSG
ZTF J193136.22+572111.6,2142255783746493184,J193136.22+572111.6,GALEX J193136.1+572111,292.90095340670933,57.35322708144546,1513.2016559464405,,1.16,0.23,-0.1034,14.112682,819.4447,14.621941,230.45784,13.44623,311.1954,12.589,0.024,12.063,0.031,11.963,0.028,11.896,0.022,11.915,0.021,11.533,0.11,9.38,,,--,21.195499420166016,0.2207999974489212,,,,,0000,AABU,RS,SSG
ZTF J192822.00+581406.5,2142507537548940288,J192822.00+581406.5,,292.09169169877714,58.23512526920165,870.8723485527114,,18.16,0.19,,13.332861,467.85797,13.9274025,115.08865,12.589843,162.59778,11.54,0.024,10.998,0.03,10.876,0.021,10.74,0.022,10.78,0.019,10.592,0.051,9.269,,,,,,,,,,0000,AAAU,RS,-999
ZTF J191445.96+563257.5,2142671089903378176,J191445.96+563257.4,,288.6915346700876,56.54928197131546,1387.0838082206467,,0.92,0.16,,14.260913,756.1098,14.753447,209.85301,13.605625,342.80188,12.776,0.026,12.29,0.032,12.237,0.028,12.129,0.023,12.175,0.021,11.995,0.175,9.89,,,,,,,,,,0000,AABU,RS,-999
ZTF J190951.54+571254.9,2142900647315174400,J190951.54+571254.9,,287.4647497483804,57.21524924216665,1732.7162990096729,,19.5,0.19,-0.4155,15.061625,651.55457,15.548858,145.78958,14.402768,246.70538,13.572,0.027,13.147,0.035,13.04,0.033,12.955,0.023,12.985,0.023,12.329,0.183,9.58,,,,,,,,,,0000,AABU,RS,SSG
ZTF J190903.46+583034.7,2143134774572594048,J190903.47+583034.6,GALEX J190903.5+583034,287.2644246672011,58.50962680839885,1638.0149969204358,,16.78,0.2,-0.219,12.9871645,312.13687,13.457583,89.858,12.352563,106.76752,11.501,0.019,11.0,0.031,10.877,0.024,10.822,0.022,10.853,0.02,10.783,0.065,9.235,,,--,18.17609977722168,0.053700000047683716,,,,,h000,AAAU,RS,RS
ZTF J184352.23+491243.1,2144013696679825920,J184352.24+491242.9,,280.9676367372127,49.211936969692886,1640.018918351945,,4.18,0.18,0.02,14.536321,352.0213,15.177543,103.71442,13.752162,130.94287,12.621,0.022,12.014,0.019,11.877,0.022,11.813,0.022,11.824,0.02,11.586,0.152,8.736,,,,,,,,,,0000,AABU,SSG,SSG
ZTF J184855.22+502214.9,2144364990644856576,J184855.23+502215.1,GALEX J184855.2+502214,282.2301097145306,50.37081287275056,954.1972117861524,,8.53,0.14,-0.0872,13.658301,504.91083,14.126986,138.23967,13.01133,188.22455,12.214,0.02,11.741,0.019,11.622,0.024,11.549,0.023,11.573,0.02,10.992,0.076,9.453,0.503,,--,19.957799911499023,0.11389999836683273,,,,,0000,AAAC,RS,SSG
ZTF J185121.74+513608.6,2144536102142414080,J185121.75+513608.6,,282.84060782518765,51.60238414940748,1894.9768023924048,,11.09,0.11,,14.959961,692.79626,15.471178,194.29437,14.285356,187.15868,13.439,0.023,12.952,0.024,12.878,0.031,12.797,0.023,12.846,0.023,12.86,0.403,9.578,,,,,,,,,,0000,AACU,RS,-999
ZTF J184418.99+523149.1,2144831561532149760,J184418.99+523149.1,,281.07916507173445,52.53031197162458,1855.186153304939,,2.71,0.11,-0.3016,14.898578,683.8157,15.364007,195.78726,14.267488,220.65038,13.481,0.026,13.015,0.024,12.977,0.032,12.847,0.022,12.864,0.022,12.75,0.314,9.54,,,,,,,,,,0000,AABU,RS,SSG
ZTF J183748.49+501322.1,2144870211940474624,J183748.50+501322.2,GALEX J183748.3+501322,279.4520671064176,50.22280285601665,1769.851724616952,,5.73,0.22,-0.1294,14.767792,1133.9855,15.233247,306.00543,14.112794,315.97058,13.399,0.023,12.927,0.026,12.817,0.031,12.712,0.023,12.714,0.023,12.293,0.225,9.603,,,--,21.31839942932129,0.21410000324249268,,,,,0000,AABU,RS,SSG
ZTF J183600.76+504143.6,2144950824183975808,J183600.77+504143.6,,279.0031919625624,50.69546610651046,1000.389868338704,,11.99,0.12,-0.662,13.899899,478.0612,14.318151,88.15873,13.089901,120.8952,12.108,0.02,11.573,0.018,11.478,0.017,11.36,0.023,11.386,0.02,11.305,0.092,9.415,0.474,,,,,,,,,0000,AAAC,RS,SSG
ZTF J183541.34+512357.5,2145078814209310720,J183541.34+512357.5,,278.9222690728768,51.39929018128244,1613.907994497054,,9.29,0.13,,14.182987,556.088,14.690572,166.7338,13.510113,185.34132,12.66,0.022,12.132,0.021,12.016,0.022,11.974,0.023,11.991,0.021,12.058,0.168,9.439,,,,,,,,,,0000,AABU,RS,-999
ZTF J185258.42+525051.1,2146191932293860736,J185258.42+525051.0,,283.2434505315618,52.847513636581496,984.5490911582176,,7.08,0.17,,13.678009,661.93414,14.186094,194.13829,13.009199,262.09705,12.056,0.021,11.551,0.018,11.442,0.018,11.41,0.023,11.433,0.02,11.37,0.098,9.429,0.438,,,,,,,,,h000,AAAC,RS,-999
ZTF J185020.15+535128.0,2146817485690028416,J185020.14+535127.8,,282.5839455,53.85775312,867.9253703581512,,7.81,0.13,-0.0995,13.482729,622.41455,13.957748,174.12238,12.843474,233.46515,12.03,0.02,11.573,0.018,11.457,0.018,11.446,0.023,11.479,0.021,11.476,0.11,9.706,,,,,,,,,,0000,AABU,RS,SSG
ZTF J184754.76+551139.0,2147047833376302080,J184754.76+551138.9,GALEX J184754.7+551138,281.9781879280795,55.19413551,779.3737585983865,,7.26,0.13,,12.923498,743.6724,13.420556,210.68344,12.268988,275.9933,11.362,0.022,10.876,0.021,10.782,0.016,10.767,0.023,10.801,0.02,10.756,0.051,8.956,,21.608600616455078,0.4324,19.686199188232422,0.09459999948740005,,,,,00PP,AAAU,RS,-999
ZTF J184358.25+534308.7,2147234372395117312,J184358.26+534308.7,,280.99275169462084,53.71906074732549,1018.2355465735048,,5.76,0.11,-0.0395,13.362263,351.5549,13.896734,104.75267,12.663022,135.12262,11.755,0.024,11.181,0.015,11.062,0.019,10.989,0.023,11.005,0.02,10.886,0.071,9.024,,,,,,,,,,0000,AAAU,RS,SSG
ZTF J182436.32+524650.9,2148440330492618624,J182436.32+524650.9,GALEX J182436.2+524650,276.1513671756679,52.780814052523006,988.9660996628538,,2.84,0.09,,13.899213,539.53644,14.502325,145.4202,13.150324,204.58134,12.101,0.025,11.554,0.033,11.381,0.021,11.265,0.023,11.251,0.021,11.038,0.066,9.905,,,--,20.678199768066406,0.13770000636577606,,,,,0000,AAAU,SSG,-999
ZTF J183059.78+561155.9,2151042359118998784,J183059.79+561155.9,GALEX J183059.8+561155,277.7491364716348,56.19886684348057,1313.3869440595042,,22.72,0.15,-0.0808,13.846225,883.56165,14.381597,271.6188,13.155094,295.47055,12.294,0.029,11.727,0.03,11.628,0.019,11.562,0.023,11.6,0.021,11.18,0.096,9.257,,,--,21.266599655151367,0.21449999511241913,,,,,0000,AAAU,RS,SSG
ZTF J180558.14+581308.8,2152078923705866624,J180558.13+581308.7,GALEX J180558.0+581308,271.49225811101127,58.21909595371675,1866.0321982038536,,21.48,0.13,-0.042,15.101413,1966.0741,15.611023,407.6654,14.439076,660.4705,13.644,0.028,13.126,0.033,13.066,0.029,13.005,0.024,13.047,0.024,12.639,0.338,9.289,,,--,22.65329933166504,0.43939998745918274,,,,,0000,AABU,RS,SSG
ZTF J180128.48+595151.5,2152680150407953024,J180128.48+595151.5,GALEX J180128.4+595151,270.3687072372165,59.86429881796842,882.8672811372223,,2.27,0.1,-0.1268,13.572918,303.13077,14.051459,86.03144,12.933514,113.20062,12.02,0.023,11.571,0.026,11.463,0.022,11.406,0.023,11.421,0.021,11.256,0.096,9.466,,21.66069984436035,0.3451,19.458099365234375,0.07930000126361847,,,,,0000,AAAU,RS,SSG
ZTF J185441.64+562155.8,2153179534846621952,J185441.64+562155.7,GALEX J185441.6+562156,283.6735159581274,56.36548512853663,1417.1918522111132,,2.43,0.17,-0.3204,14.70887,397.99023,15.333601,125.062004,13.932562,154.22987,12.863,0.022,12.267,0.024,12.115,0.022,12.0,0.023,11.97,0.021,11.744,0.12,9.676,,,--,20.506799697875977,0.14409999549388885,,,,,0000,AABU,SSG,SSG
TYC 3927-1130-1,2153356762376955392,J185929.59+562522.7,,284.8733463918598,56.42297540914294,668.7587096427375,46.01,8.3,0.15,-0.1113,10.435515,594.2077,10.928816,198.26996,9.779073,233.78447,8.986,0.032,8.424,0.036,8.326,0.018,8.267,0.022,8.31,0.02,8.245,0.019,8.034,0.114,,,,,Yes,Absorption,TBD,,0000,AAAB,RS,RS
GSC 03927-01301,2153412047196231168,J185710.62+570146.3,,284.2942761475757,57.02953152665751,1263.0453820474152,,4.98,0.16,-0.2005,14.266823,190.45059,14.95949,55.667255,13.454968,71.91902,12.116,0.027,11.555,0.034,11.374,0.019,11.407,0.023,11.409,0.02,11.347,0.084,9.836,,,,,,,,,,0000,AAAU,SSG,SSG
ZTF J190403.62+565923.4,2153436408250315392,J190403.62+565923.3,GALEX J190403.5+565923,286.0151073814926,56.98983467196589,1225.91872440804,,10.19,0.17,-0.2021,13.571476,1063.4979,14.019764,317.39578,12.9581585,382.55405,12.143,0.024,11.696,0.028,11.602,0.025,11.53,0.022,11.591,0.02,11.46,0.083,9.765,,,--,19.67959976196289,0.1120000034570694,,,,,0000,AAAU,RS,RS
GSC 03927-00285,2153725098771984512,J185500.83+574253.3,GALEX J185500.8+574253,283.75347133360265,57.71481013081903,1197.5828857008923,,16.45,0.15,-0.0698,13.107817,582.0821,13.601643,182.97202,12.444614,203.09776,11.501,0.022,11.001,0.023,10.863,0.017,10.872,0.023,10.893,0.02,10.689,0.049,9.741,,,--,19.60219955444336,0.12240000069141388,,,,,0000,AAAU,RS,SSG
ZTF J184729.74+590137.4,2154611098985410560,J184729.75+590137.3,,281.8739622435816,59.02705147485531,1786.2561020845592,,13.36,0.1,,14.117805,1825.7737,14.499145,486.25903,13.570926,667.94604,12.963,0.022,12.6,0.024,12.497,0.025,12.453,0.023,12.491,0.022,12.641,0.252,9.849,,,,,,,,,,0000,AABU,RS,-999
ZTF J184633.62+584256.2,2154623605930112896,J184633.63+584256.1,,281.6401505566674,58.71560371538828,1999.5496564057808,,8.79,0.11,,14.448814,838.75555,14.881864,250.58647,13.852145,333.56174,13.147,0.022,12.716,0.022,12.615,0.027,12.532,0.023,12.557,0.022,12.204,0.179,9.256,,,,,,,,,,0000,AABU,RS,-999
ZTF J190137.75+580631.6,2155056160676736512,J190137.76+580631.6,,285.4073301930013,58.10876773390811,1994.7164221092671,,26.35,0.15,-0.2168,14.755573,486.9616,15.298411,142.93898,14.047957,166.8102,13.072,0.026,12.601,0.028,12.401,0.022,12.346,0.024,12.363,0.022,11.858,0.131,9.601,,,,,,,,,,0000,AABU,RS,SSG
ZTF J185856.30+583506.7,2155289428940130432,J185856.32+583506.9,GALEX J185856.3+583507,284.7346073150792,58.58518688197721,1562.499521040504,,4.55,0.14,-0.1433,13.955701,297.91824,14.451369,88.912506,13.275147,87.600334,12.367,0.029,11.846,0.028,11.686,0.022,11.615,0.023,11.621,0.02,11.393,0.098,9.564,,,--,19.975400924682617,0.12710000574588776,,,,,0000,AAAU,RS,SSG
ZTF J185945.69+591117.1,2155404637142888192,J185945.70+591117.1,,284.9404091603162,59.18807565,804.1527508678009,,5.39,0.19,-0.2401,12.673747,668.892,13.136998,192.59581,12.03556,241.4565,11.164,0.027,10.709,0.03,10.583,0.02,10.527,0.022,10.548,0.019,10.346,0.048,9.318,0.464,,,,,,,,,0000,AAAC,RS,RS
ZTF J185506.82+604426.6,2155921888644557312,J185506.83+604426.5,,283.7784834203748,60.74070834721022,1082.6175507524938,,0.49,0.15,,13.3987875,487.31924,13.880763,159.80177,12.739335,159.0354,11.941,0.022,11.413,0.023,11.277,0.019,11.119,0.022,11.118,0.02,11.085,0.088,9.396,,,,,,,,,,0000,AAAU,RS,-999
TYC 4216-800-1,2155975764713926784,J190113.60+604109.5,,285.3067194198024,60.685972579180216,1253.6257851682385,15.07,32.7,0.14,,11.198159,574.3009,11.774431,169.28618,10.470965,208.45222,9.752,0.02,9.141,0.015,8.997,0.02,8.815,0.023,8.842,0.02,8.707,0.022,8.61,0.192,,,,,Yes,Absorption,TBD,,0000,AAAB,RS,-999
