star,Gaia DR3 ID,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class
ZTF J183343.72+345117.4,2094629544237351424,,,278.43218208466243,34.85482027250636,1809.2729921047364,,1.71,0.16,0.0002,14.464502,1721.1809,14.886276,543.2701,13.880711,602.4219,,,,,,,,,,,,,,,,,,,,,,,,,RS,RS
ZTF J183604.26+350057.4,2094647200843483520,,,279.01778495102224,35.01590967123562,1540.8687917403963,,8.32,0.17,-0.4885,14.894396,309.8859,15.521955,84.97666,14.130328,117.490105,,,,,,,,,,,,,,,,,,,,,,,,,SSG,SSG
ZTF J182354.29+353850.7,2095660233308834176,,,275.9762207371787,35.647416708142806,1290.9440150721343,,0.21,0.11,-0.0696,13.629684,1105.1099,14.088915,351.9628,13.010706,377.43497,,,,,,,,,,,,,,,,,,,,,,,,,RS,RS
ZTF J184623.45+372430.1,2096670134739882112,J184623.45+372430.1,,281.5977179972663,37.40835435048471,1560.2690163648197,,16.42,0.16,,14.426691,394.84232,15.028673,112.30748,13.673699,141.00987,12.696,0.027,12.094,0.031,11.958,0.024,11.853,0.023,11.89,0.021,11.993,0.232,9.182,,,,,,,,,,0000,AABU,RS,-999
ZTF J184103.09+373504.4,2096836573312228608,J184103.10+373504.4,,280.26290028071674,37.584549245523775,1326.297221954251,,2.48,0.17,-0.4002,13.565417,936.9344,13.982993,286.2575,12.972505,330.35886,12.194,0.022,11.764,0.021,11.694,0.023,11.641,0.023,11.654,0.021,11.811,0.165,9.383,,,,,,,,,,0000,AABU,RS,RS
Gaia DR2 2097364991728613248,2097364991728613248,J184535.25+384431.3,,281.3968973966434,38.74203704742311,1544.9948205037645,,8.05,0.27,-0.1592,13.700764,312.1809,14.212253,107.25717,13.009302,85.785614,11.956,0.023,11.405,0.031,11.241,0.021,11.252,0.022,11.198,0.02,11.143,0.105,9.337,,,,,,,,,,0000,AAAU,RS,SSG
ZTF J184514.24+394339.5,2098227318081823360,J184514.24+394339.4,,281.3093441673779,39.72762766240576,1729.204379044568,,11.85,0.31,-0.0874,14.230343,1187.6573,14.699445,330.30353,13.599817,398.1598,12.872,0.024,12.393,0.028,12.308,0.025,12.253,0.022,12.29,0.021,12.134,0.251,8.759,,,,,,,,,,0000,AABU,RS,SSG
ZTF J184837.40+394259.1,2098264632756699520,J184837.40+394259.0,,282.15586321290255,39.71639310914627,1872.656195503296,,7.11,0.29,-0.0397,15.317433,414.727,15.980933,91.92828,14.504179,138.60017,13.394,0.027,12.761,0.032,12.669,0.026,12.539,0.024,12.493,0.024,12.41,0.312,9.37,,,,,,,,,,0h00,AABU,SSG,SSG
ZTF J190752.04+362659.8,2098736288889235968,,,286.9668587026378,36.44993743631468,962.2144599770612,,11.84,0.33,-0.0083,12.638912,1176.324,13.178156,341.5871,11.9408245,408.26794,,,,,,,,,,,,,,,,,,,,,,,,,RS,SSG
ZTF J191416.48+395327.6,2099781031092642560,J191416.49+395328.0,,288.5686728229824,39.89098764655381,1670.5218633197526,,12.34,0.34,-0.5182,14.998183,896.31104,15.47608,233.3859,14.350215,334.3283,13.547,0.031,13.074,0.032,12.961,0.038,12.959,0.032,13.007,0.035,12.677,,8.615,,,,,,,,,,00P0,AAUU,RS,SSG
V0760 Lyr,2099795393463499392,J191314.62+395608.2,,288.3109603516995,39.93559167295495,647.4260178985321,,52.5,0.34,0.0494,10.320358,394.5986,10.973601,112.57837,9.54306,158.20775,8.415,0.027,7.826,0.016,7.682,0.017,7.605,0.03,7.697,0.021,7.575,0.017,7.396,0.099,,,,,,,,,0000,AAAA,RS,RS
ASAS J190148+3807.0,2099914071999639040,J190148.19+380701.8,,285.450789905978,38.11717755280087,849.4224366,,14.89,0.27,0.1196,13.492591,226.22903,14.157602,65.544464,12.684599,82.903336,11.356,0.018,10.748,0.021,10.631,0.019,10.644,0.023,10.616,0.02,10.376,0.06,9.161,,,,,,,,,,0000,AAAU,SSG,SSG
ZTF J190341.46+382021.8,2099967844989219072,J190341.46+382021.6,,285.9227724823141,38.33935181381943,1363.344060249246,,2.61,0.36,-0.4279,14.280191,419.35568,14.888142,131.74556,13.514176,136.13097,12.415,0.022,11.803,0.023,11.638,0.02,11.5,0.023,11.46,0.021,11.183,0.132,8.775,,,,,,,,,,0000,AABU,RS,SSG
ASAS J190333+3829.2,2100017872768336256,J190333.26+382912.5,,285.8885869147472,38.486797458617936,778.1864801470703,,2.88,0.32,-0.198,12.838252,310.45978,13.442703,83.643845,12.031711,111.74676,11.017,0.022,10.402,0.021,10.256,0.018,10.122,0.023,10.147,0.02,10.079,0.048,8.778,,,,,,,,,,0000,AAAU,cut,SSG
ZTF J190939.57+395212.8,2100531241619626368,J190939.57+395212.7,,287.41491800626665,39.87021820507719,1517.9666184731905,,6.2,0.49,-0.1033,14.462011,437.46323,15.047579,143.82854,13.726879,144.02118,12.603,0.023,11.993,0.02,11.853,0.02,11.872,0.023,11.863,0.021,12.143,0.25,9.349,,,,,,,,,,0h00,AABU,RS,SSG
ZTF J191840.52+390321.2,2100949708876003328,J191840.52+390321.2,,289.6688571672572,39.05587290907821,1635.7158200741758,,3.68,0.38,-0.0999,15.408784,371.79456,16.04235,81.59777,14.626986,141.78406,13.646,0.023,13.098,0.022,12.857,0.027,12.745,0.024,12.745,0.024,12.504,0.42,9.299,0.464,,,,,,,,,0000,AACC,SSG,SSG
ZTF J192611.47+421458.8,2101759327391049984,J192611.47+421458.8,,291.54781480579265,42.24965490900786,1746.1108869315638,,7.16,0.34,-0.1388,14.805676,512.23517,15.464817,158.70477,14.01658,191.93361,12.865,0.023,12.228,0.018,12.091,0.02,12.095,0.022,12.066,0.021,11.372,0.12,8.61,,,,,,,,,,0000,AABU,RS,SSG
ZTF J191044.41+413325.4,2102365330094040448,J191044.40+413325.4,,287.68505762595066,41.55704801,1469.1557805204477,,10.25,0.39,,13.694989,825.15686,14.237112,268.40604,12.986737,250.63744,11.966,0.022,11.47,0.022,11.317,0.017,11.242,0.023,11.232,0.02,11.203,0.114,8.869,,,,,,,,,,0000,AABU,RS,-999
V2279 Cyg,2102876152024732672,J191854.47+434925.8,,289.7269807217729,43.82383998348489,696.2549694941239,,4.13,0.27,-0.3075,12.605276,85.75585,13.248121,25.977566,11.827167,31.985859,10.612,0.022,10.031,0.018,9.883,0.011,9.81,0.022,9.773,0.02,9.643,0.036,8.851,,,,,,,,,,dd00,AAAU,RS,SSG
ZTF J191145.36+432321.3,2102983702305432832,J191145.36+432321.5,,287.9390116,43.38925996,1725.5686024183583,,11.62,0.15,0.0777,14.68737,448.15317,15.305926,143.37566,13.908878,137.3957,13.079,0.03,12.461,0.031,12.291,0.024,12.108,0.024,12.144,0.024,12.273,0.302,9.022,0.477,,,,,,,,,0000,AABC,cut,SSG
V0676 Lyr,2103160551878851072,J191302.62+443615.8,GALEX J191302.5+443615,288.2609173457834,44.60439915335552,421.6729096297702,,3.57,0.26,,9.946461,1280.0358,10.377073,298.71252,9.351549,497.61496,8.698,0.024,8.253,0.023,8.166,0.02,8.109,0.023,8.131,0.02,8.053,0.02,7.691,0.113,20.21380043029785,0.1902,16.22570037841797,0.01899999938905239,,,,,0000,AAAB,RS,-999
ASAS J185804+4022.5,2103420929975172992,J185804.00+402227.3,,284.5167245001868,40.37422243625553,913.2140770884248,,24.05,0.41,-0.1604,10.883501,604.51044,11.453651,172.94835,10.15981,221.58183,9.395,0.022,8.776,0.018,8.633,0.017,8.418,0.022,8.467,0.02,8.36,0.021,8.468,0.236,,,,,,,,,0000,AAAB,RS,SSG
ZTF J190326.20+404904.4,2103782772380220416,J190326.19+404904.1,,285.85916830845406,40.81787586989381,1733.0661996498122,,9.97,0.31,0.076,14.628432,252.86725,15.268994,77.228035,13.804287,109.07281,12.762,0.024,12.136,0.022,11.983,0.023,11.837,0.023,11.863,0.021,11.774,0.173,8.893,,,,,,,,,,0000,AABU,cut,SSG
ASAS J190254+4139.5,2103961443020414080,J190253.96+413931.1,,285.72487503304427,41.65864523893751,665.4187357168444,,16.51,0.25,-0.7231,12.430916,451.25674,13.067431,127.548836,11.657825,161.4335,10.614,0.021,10.03,0.022,9.846,0.02,9.717,0.023,9.749,0.02,9.632,0.033,9.136,0.414,,,,,,,,,0000,AAAC,RS,SSG
ZTF J184912.29+404741.3,2104379429236015744,J184912.29+404741.0,,282.30122985883423,40.794770469623295,797.9630963989845,,7.19,0.31,-0.0143,12.895666,735.98517,13.415677,214.45293,12.222398,272.08167,11.378,0.027,10.954,0.03,10.795,0.023,10.704,0.023,10.747,0.021,10.751,0.07,9.096,,,,,,,,,,0000,AAAU,RS,SSG
ROTSE1 J184706.07+434032.7,2105255190248353792,J184706.28+434034.6,GALEX J184706.2+434035,281.7762003750739,43.67627247120305,659.6085607060802,10.55,39.64,0.15,0.0936,10.980172,397.98062,11.623599,121.01366,10.204441,145.362,9.041,0.03,8.461,0.034,8.297,0.021,8.245,0.023,8.298,0.02,8.148,0.018,8.173,0.169,21.555299758911133,0.4132,18.614900588989258,0.06599999964237213,Yes,Variable H-alpha,,,0000,AAAB,RS,RS
ZTF J184807.69+433936.2,2105275050177174400,J184807.69+433936.0,GALEX J184807.7+433936,282.03205786192376,43.6600064415009,1799.8203322533998,,8.77,0.14,-0.4975,13.663705,981.08606,14.043711,369.89023,13.108258,292.5722,12.364,0.023,11.932,0.03,11.8,0.021,11.797,0.023,11.788,0.021,11.622,0.152,9.235,,,--,18.960800170898438,0.08150000125169754,,,,,0000,AABU,RS,RS
ZTF J190005.47+445327.2,2105994886696359296,J190005.47+445327.1,GALEX J190005.5+445327,285.0228199974509,44.89085676799992,1328.5726201136863,,4.39,0.17,-0.2829,14.34384,402.51138,14.880166,122.13779,13.634419,123.7933,12.483,0.022,11.936,0.019,11.762,0.017,11.761,0.023,11.741,0.021,11.656,0.137,8.566,,,--,20.631000518798828,0.18199999630451202,,,,,0000,AABU,RS,SSG
V0675 Lyr,2106072814582280320,J190646.58+440145.6,,286.69411794344074,44.02931840162755,1130.2491712396318,,7.0,0.17,-0.0434,12.884508,258.6488,13.39075,81.277245,12.223502,90.64784,11.275,0.02,10.766,0.018,10.65,0.016,10.632,0.023,10.607,0.02,10.52,0.062,8.708,,,,,,,,,,0000,AAAU,RS,SSG
ZTF J190953.18+445845.9,2106192867508368768,J190953.17+445845.8,GALEX J190953.2+445847,287.47156832896684,44.97940156908103,1328.7815047181714,,13.52,0.29,0.0455,13.847916,922.6334,14.27722,285.6641,13.25938,337.59537,12.594,0.022,12.188,0.019,12.096,0.017,12.016,0.022,12.066,0.022,11.919,0.176,8.784,,,--,20.377099990844727,0.17890000343322754,,,,,dd00,AABU,RS,RS
ZTF J185354.11+441336.7,2106650470503634944,J185354.12+441336.7,GALEX J185354.2+441336,283.47549209970475,44.22686331709837,1339.4616339506963,,0.93,0.17,-0.219,14.3228245,635.25433,14.809806,198.47098,13.676496,245.46709,12.786,0.024,12.324,0.018,12.275,0.026,12.218,0.023,12.248,0.022,12.052,0.208,9.227,,,--,20.98259925842285,0.3041999936103821,,,,,0000,AABU,RS,SSG
ZTF J182229.55+364512.2,2107798841678893056,J182229.55+364512.3,GALEX J182229.5+364512,275.6231504227306,36.75339097,573.6871121374053,,2.92,0.09,-0.1532,13.001999,389.10657,13.567171,112.31729,12.288018,142.5045,11.343,0.021,10.793,0.02,10.657,0.02,10.587,0.023,10.573,0.02,10.378,0.059,9.427,,,--,20.011199951171875,0.12139999866485596,,,,,0000,AAAU,RS,SSG
ZTF J182320.15+365840.9,2107901542936238592,J182320.15+365840.7,GALEX J182320.1+365840,275.8339781492924,36.97800238797736,1596.670908573879,,1.79,0.1,-0.1272,14.008776,555.23157,14.450607,135.15178,13.397442,166.19695,12.714,0.02,12.282,0.023,12.165,0.024,12.055,0.023,12.069,0.022,12.005,0.228,8.986,,,--,20.24530029296875,0.1281999945640564,,,,,0000,AABU,RS,RS
ZTF J181920.72+370414.5,2107999051576496896,J181920.73+370414.4,GALEX J181920.7+370415,274.8363819446272,37.07068230115153,876.5615661602667,,19.89,0.08,-0.1164,12.624524,1197.4357,13.058675,312.7537,12.026423,434.26837,11.342,0.023,10.891,0.031,10.784,0.023,10.703,0.023,10.746,0.02,10.657,0.087,9.327,,,--,18.81760025024414,0.05609999969601631,,,,,0000,AAAU,RS,RS
ZTF J182725.76+374746.4,2108327157015494784,J182725.76+374746.4,GALEX J182725.6+374747,276.85735900058194,37.79621436679912,1897.7152030225868,,8.46,0.1,,14.694645,299.7869,15.198289,99.5776,14.014364,101.85287,13.038,0.021,12.45,0.022,12.385,0.022,12.273,0.024,12.269,0.023,12.427,0.308,8.959,,,--,20.394899368286133,0.15330000221729279,,,,,0000,AABU,RS,-999
ZTF J183254.93+384625.4,2108440200555460352,J183254.93+384625.4,,278.22890252515697,38.773729666917134,1395.8172462697012,,16.16,0.12,,14.449035,464.14664,15.016483,130.99748,13.730573,160.58096,12.872,0.021,12.321,0.021,12.184,0.021,12.082,0.022,12.119,0.021,11.727,0.201,9.275,,,,,,,,,,0000,AABU,RS,-999
ZTF J183040.75+385010.7,2108498509031636096,J183040.76+385010.9,,277.6698211240331,38.83632111324405,1695.2810736407475,,11.53,0.1,-0.1566,14.879619,623.2967,15.399588,183.2188,14.150459,264.01828,13.194,0.023,12.646,0.026,12.544,0.023,12.475,0.023,12.497,0.023,12.316,0.299,9.292,,,,,,,,,,0000,AABU,RS,SSG
ZTF J182330.83+385547.8,2108632168413443200,J182330.82+385547.7,,275.8784588364532,38.92993845673328,1312.5769570535897,,3.92,0.12,-0.299,14.539426,506.59488,15.075167,155.09811,13.840765,186.65474,12.931,0.021,12.403,0.022,12.263,0.021,12.15,0.024,12.111,0.022,11.799,0.175,9.391,,,,,,,,,,0000,AABU,RS,SSG
ZTF J181554.85+385333.5,2109156704179279104,J181554.84+385333.4,,273.9785632141872,38.892616737180575,1859.7883948345668,,5.03,0.07,-0.551,14.621217,1207.9332,15.048513,338.0094,14.01654,378.19775,13.247,0.023,12.763,0.022,12.626,0.024,12.568,0.023,12.548,0.023,12.092,0.252,9.249,,,,,,,,,,0000,AABU,RS,RS
ZTF J182300.22+402217.8,2109798063054786432,J182300.23+402217.6,GALEX J182300.2+402217,275.7509519048985,40.37159919022577,739.2420580868878,,3.86,0.13,-0.223,13.201589,289.5347,13.79261,89.70569,12.454419,116.66843,11.507,0.022,10.931,0.022,10.76,0.017,10.6,0.023,10.576,0.02,10.433,0.06,9.471,,,--,19.870899200439453,0.1387999951839447,,,,,0h00,AAAU,RS,SSG
ZTF J182514.72+440022.7,2112123598866787200,J182514.73+440022.7,GALEX J182514.7+440023,276.31136444876864,44.00629159220861,1555.684489477204,,3.47,0.15,-0.508,14.637638,779.0331,15.110328,185.84253,13.989278,272.35184,13.169,0.022,12.698,0.023,12.564,0.029,12.53,0.023,12.524,0.022,12.323,0.259,9.256,,,--,20.970399856567383,0.23180000483989716,,,,,0000,AABU,RS,SSG
ZTF J182559.37+443830.6,2112168575764643584,J182559.36+443830.5,GALEX J182559.4+443830,276.4973936175938,44.64182578223394,1613.498981748652,,2.49,0.14,-0.2667,15.142281,267.08276,15.70507,72.5422,14.394897,108.295616,13.451,0.025,12.884,0.026,12.785,0.035,12.606,0.023,12.569,0.023,12.951,0.4,9.584,,,--,22.17099952697754,0.4372999966144562,,,,,0h00,AACU,cut,SSG
ZTF J181424.77+404246.3,2112449878942747264,J181424.77+404246.1,GALEX J181424.6+404247,273.60323540912304,40.71284388927638,1867.5431899647915,,16.33,0.15,-0.1599,14.896135,589.22156,15.477642,169.86316,14.152155,176.32346,13.261,0.025,12.657,0.025,12.503,0.023,12.404,0.023,12.408,0.022,12.583,0.415,9.461,,,--,21.98550033569336,0.41819998621940613,,,,,0h00,AACU,RS,SSG
PQ Her,2112554332546997504,J180732.53+401526.4,GALEX J180732.5+401526,271.8855570277579,40.25733259,540.3928499395724,,4.57,0.13,-0.0455,12.391645,464.9141,12.997656,138.45427,11.642038,190.61732,10.602,0.02,10.013,0.023,9.85,0.017,9.778,0.023,9.777,0.02,9.657,0.034,8.593,,21.744699478149414,0.406,19.42300033569336,0.08749999850988388,,,,,0000,AAAU,SSG,SSG
ZTF J181450.95+405219.9,2112839380936467712,J181450.95+405219.7,GALEX J181450.9+405220,273.7123008860235,40.87217934841828,1176.9377881692426,,2.52,0.1,-0.3468,14.578504,268.05658,15.153145,70.75686,13.85125,99.82753,12.729,0.023,12.139,0.023,12.03,0.021,11.941,0.023,11.953,0.021,11.989,0.257,9.288,,,--,21.24220085144043,0.2558000087738037,,,,,0000,AABU,SSG,SSG
ZTF J180710.34+405412.5,2113356563718201344,J180710.34+405412.4,,271.7930917323791,40.90346740196616,1800.9617149731118,,2.21,0.12,-0.1899,15.186351,324.27707,15.809216,87.14493,14.426626,115.12159,13.595,0.024,12.955,0.026,12.842,0.027,12.554,0.024,12.507,0.023,12.739,0.452,8.7,,,,,,,,,,0000,AACU,SSG,SSG
ZTF J181003.02+420327.4,2113883435945649152,J181003.01+420327.3,GALEX J181003.0+420326,272.51261023179063,42.05758846,1620.1383437803786,,3.3,0.13,-0.071,15.0669,529.0286,15.585843,159.58188,14.386147,196.31601,13.516,0.024,13.039,0.027,12.867,0.028,12.803,0.024,12.809,0.024,12.484,0.347,9.554,,,--,21.962799072265625,0.3314000070095062,,,,,0000,AABU,RS,SSG
ZTF J180412.39+432428.1,2114214285866657536,J180412.40+432428.2,,271.05167113436426,43.40779863312158,1736.4693660545142,,4.11,0.14,-0.1854,14.659904,389.52438,15.137223,121.67969,14.024687,105.889145,13.132,0.023,12.629,0.023,12.48,0.024,12.452,0.032,12.462,0.033,12.187,,9.305,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J182104.56+425512.7,2114599699052107264,J182104.56+425512.7,,275.26899225851724,42.92019609955167,1562.1097576813936,,9.59,0.12,-0.0795,15.122772,584.3031,15.650467,175.22311,14.42393,190.21506,13.566,0.022,13.027,0.02,12.935,0.031,12.836,0.023,12.854,0.025,12.11,0.244,9.502,,,,,,,,,,0000,AABU,RS,SSG
ZALD J18164368+4528007,2115440516209286016,J181643.66+452800.5,GALEX J181643.6+452800,274.18189104250143,45.466791257549424,833.5220562274792,,36.59,0.11,-0.1068,10.852858,607.5521,11.400702,202.15196,10.144568,260.12558,9.249,0.02,8.721,0.017,8.592,0.017,8.484,0.023,8.54,0.02,8.425,0.02,8.207,0.176,,--,18.373699188232422,0.054499998688697815,,,,,0000,AAAB,RS,RS
ZTF J181655.21+453409.2,2115465942415697920,J181655.21+453409.2,GALEX J181655.2+453409,274.2300853,45.56922813016739,1706.4822552563205,,4.15,0.12,,13.74196,804.56305,14.256967,225.39798,13.069725,238.82533,12.22,0.022,11.752,0.021,11.605,0.021,11.485,0.023,11.509,0.021,11.29,0.111,8.912,,,--,20.118200302124023,0.1615999937057495,,,,,0000,AABU,RS,-999
ZTF J181459.73+461142.0,2115543423625922560,J181459.73+461141.9,,273.74889390798387,46.19498349064348,1100.5591157567403,,24.27,0.09,,13.811678,1123.2059,14.35769,310.2887,13.115709,432.00427,12.271,0.024,11.75,0.03,11.595,0.023,11.518,0.023,11.569,0.021,11.602,0.139,9.439,,,,,,,,,,h000,AABU,RS,-999
ZTF J183956.29+451127.7,2117601468876559104,J183956.29+451127.6,GALEX J183956.2+451127,279.9845812966151,45.19101439366518,1997.763776625882,,5.9,0.2,0.1423,14.85268,436.59552,15.473329,129.04616,14.085265,138.06494,13.112,0.026,12.545,0.032,12.341,0.021,12.254,0.023,12.269,0.022,12.463,0.275,9.576,,,--,22.284700393676758,0.46230000257492065,,,,,0000,AABU,RS,SSG
ZTF J183341.13+445136.3,2117989081084249728,J183341.13+445136.3,GALEX J183341.2+445136,278.4214309,44.86009387425132,1176.702941068163,,0.91,0.14,,14.0404215,1325.1641,14.553112,430.2115,13.368334,522.38184,12.509,0.021,12.005,0.021,11.894,0.016,11.793,0.023,11.812,0.021,11.468,0.103,9.329,,,--,20.365699768066406,0.17110000550746918,,,,,0000,AAAU,RS,-999
ZTF J183518.00+444241.1,2117994990959281664,J183518.02+444241.2,GALEX J183518.0+444241,278.8250683024539,44.71142564540174,1871.198501938891,,8.19,0.16,-0.4597,14.711915,956.25525,15.157218,257.7366,14.097267,353.56015,13.383,0.022,12.9,0.018,12.817,0.024,12.722,0.023,12.738,0.024,13.109,0.461,9.647,,,--,21.05069923400879,0.27090001106262207,,,,,0000,AACU,RS,SSG
ZTF J182900.07+452511.5,2118254888019733888,J182900.07+452511.4,,277.2503119940758,45.41984065866123,1577.8290126353234,,2.36,0.15,,15.361941,204.9747,15.9886265,60.83814,14.589492,77.70709,13.571,0.027,12.954,0.032,12.816,0.024,12.745,0.022,12.73,0.022,12.332,0.269,9.635,,,,,,,,,,0000,AABU,SSG,-999
KIC 10120296,2119536368822436608,J184811.69+470843.0,GALEX J184811.6+470843,282.04872971440085,47.14526717693765,934.5553004,,3.81,0.17,-0.4269,12.774851,914.15045,13.147855,286.248,12.224377,338.12976,11.634,0.024,11.21,0.031,11.163,0.021,11.093,0.023,11.107,0.02,11.06,0.089,9.188,,,--,18.102500915527344,0.03869999945163727,,,,,hh00,AAAU,RS,RS
ZTF J184449.94+483055.6,2119940989101165952,J184449.95+483055.7,GALEX J184450.0+483056,281.20811395541125,48.51544407,1113.063556296936,,19.35,0.18,-0.0734,13.955551,787.10474,14.465242,213.78816,13.28452,247.05783,12.466,0.021,11.962,0.019,11.872,0.021,11.796,0.023,11.836,0.021,11.914,0.176,9.519,,,--,21.283199310302734,0.18539999425411224,,,,,0000,AABU,RS,SSG
ZTF J183138.62+500501.9,2121075307143560192,J183138.62+500501.9,GALEX J183138.6+500502,277.91091271621053,50.08384385487213,1410.0229460626565,,18.64,0.15,-0.1999,14.558852,731.93665,15.046729,202.12906,13.9074135,276.35385,13.093,0.021,12.65,0.023,12.555,0.025,12.428,0.023,12.441,0.022,12.566,0.299,9.532,,,--,21.045900344848633,0.18880000710487366,,,,,0000,AABU,RS,SSG
CSS J181914.4+460139,2121296377700265344,J181914.38+460138.6,GALEX J181914.3+460138,274.8099788110458,46.02739041904387,867.5205467253884,,3.26,0.11,-0.0999,14.057354,336.5979,14.736882,101.59006,13.24848,136.73083,12.166,0.021,11.523,0.017,11.336,0.016,11.13,0.023,11.132,0.02,11.193,0.106,8.913,,21.290800094604492,0.3086,20.012100219726562,0.13189999759197235,,,,,0h00,AAAU,SSG,SSG
ZTF J181932.66+472037.7,2121851356194459264,J181932.67+472037.7,GALEX J181932.7+472038,274.8860979253064,47.34380851311181,1237.692436249055,,6.15,0.08,-0.0927,14.44806,504.6281,14.949217,141.10587,13.783805,200.95181,12.959,0.021,12.49,0.018,12.371,0.024,12.187,0.023,12.223,0.021,12.047,0.199,9.087,,,--,21.73430061340332,0.34630000591278076,,,,,dd00,AABU,RS,SSG
ZTF J180851.02+500014.1,2123138094036801280,J180851.01+500014.0,GALEX J180851.0+500014,272.2125818601924,50.00390522670185,1704.1988524603175,,21.45,0.16,-0.2154,14.855125,1181.4712,15.357989,280.479,14.185721,289.90295,13.361,0.029,12.842,0.035,12.759,0.024,12.713,0.023,12.748,0.023,12.082,0.197,8.783,,,--,21.703500747680664,0.35040000081062317,,,,,0000,AABU,RS,SSG
ZTF J180529.81+502119.6,2123349406426838912,J180529.81+502119.7,GALEX J180529.8+502120,271.3742338255077,50.35545073594572,837.2933675330752,,13.19,0.14,-0.2032,12.688342,531.3107,13.131526,164.6893,12.070351,211.96518,11.25,0.027,10.816,0.031,10.714,0.018,10.714,0.024,10.732,0.021,10.719,0.063,8.946,,,--,19.07900047302246,0.06800000369548798,,,,,hh00,AAAU,RS,RS
ZTF J182441.65+481802.4,2123452004606162176,J182441.65+481802.4,,276.17355924633665,48.300658428365246,1159.157713409795,,10.41,0.11,-0.0463,13.971409,600.17645,14.47211,172.22774,13.30155,204.1182,12.525,0.027,12.044,0.031,11.887,0.026,11.77,0.023,11.795,0.021,11.637,0.131,9.596,,,,,,,,,,0000,AABU,RS,SSG
ZTF J181500.75+510042.3,2124003199232998016,J181500.75+510042.4,GALEX J181500.7+510042,273.75314125358864,51.01174261987349,1724.6098326636272,,10.27,0.12,,14.85895,454.94705,15.37895,129.24452,14.170759,152.83282,13.195,0.026,12.66,0.032,12.535,0.03,12.539,0.023,12.56,0.023,12.645,0.302,9.547,,,--,21.292800903320312,0.2402999997138977,,,,,dd00,AABU,RS,-999
ZTF J182301.03+512518.1,2124262001078810368,J182301.04+512518.2,GALEX J182301.1+512518,275.7543357100465,51.42170450959679,1741.36384435511,,6.72,0.11,-0.3782,15.067042,400.9126,15.6889305,114.053734,14.295229,127.82296,13.137,0.027,12.501,0.032,12.414,0.021,12.406,0.022,12.378,0.022,12.005,0.163,9.254,,,--,22.315799713134766,0.3822999894618988,,,,,h000,AABU,SSG,SSG
ZTF J193238.77+445945.4,2126484973076663168,J193238.77+445945.5,,293.1615827992583,44.99594938217295,1822.273024097046,,15.02,0.39,-0.0093,15.546786,560.4924,16.17405,146.36406,14.775118,182.4019,13.647,0.026,13.132,0.027,12.962,0.038,12.893,0.024,12.928,0.025,12.027,0.183,9.186,,,,,,,,,,0000,AABU,RS,SSG
KIC 8748280,2127056238085421440,,,289.7942780686933,44.954065137177366,822.4213133,,18.75,0.36,0.1655,13.760972,611.0828,14.381134,179.59897,13.000531,232.85585,,,,,,,,,,,,,,,,,,,,,,,,,RS,SSG
ZTF J192312.26+461407.0,2127552598865284736,J192312.29+461406.7,,290.8011651293666,46.23527816543832,940.9178401025578,,9.73,0.29,,13.957235,445.19672,14.525258,195.34918,13.078796,253.71034,12.001,0.022,11.389,0.018,11.218,0.014,10.892,0.022,10.827,0.021,10.391,0.059,8.278,0.188,,,,,,,,,hhH0,AAAB,cut,-999
ZTF J193657.11+465516.5,2128161728309887744,J193657.11+465516.4,,294.23798977373264,46.921218701849945,1836.5647950826217,,7.15,0.42,-0.0861,15.162054,637.263,15.727355,168.95952,14.450473,239.43118,13.652,0.023,13.068,0.022,12.946,0.028,12.831,0.024,12.842,0.023,12.356,0.256,9.595,,,,,,,,,,d000,AABU,RS,SSG
ZTF J193730.46+471711.2,2128593939457888896,,,294.37692512269126,47.28642638968567,1696.3633329120928,,12.39,0.35,-0.0681,14.31808,546.4213,14.7974615,171.74765,13.642563,167.2957,,,,,,,,,,,,,,,,,,,,,,,,,RS,SSG
KIC 10603977,2128823462509005184,J193352.87+475344.2,,293.4703058391977,47.89562401928847,1138.081449579346,,18.23,0.3,,13.7392025,480.3447,14.3272085,153.89264,13.010694,190.08772,12.019,0.021,11.458,0.019,11.308,0.017,11.217,0.023,11.236,0.021,10.997,0.07,9.506,,,,,,,,,,0h00,AAAU,cut,-999
KIC 10337935,2129183449487791104,J192452.15+472548.6,GALEX J192452.1+472548,291.2173272553487,47.430154135449925,1538.4573331491788,,83.17,0.26,,13.762986,4005.3306,14.329644,973.68317,13.057325,1262.0294,12.162,0.023,11.679,0.021,11.555,0.017,11.439,0.023,11.528,0.021,11.325,0.098,9.408,0.464,20.741600036621094,0.2555,20.78689956665039,0.20200000703334808,,,,,0000,AAAC,RS,-999
